-1 -1 -1
-0.375 -0.6875 -0.6875

-0.375 -0.6875 -0.6875
0.25 -0.375 -0.375

0.25 -0.375 -0.375
0.5625 -0.21875 -0.21875

0.5625 -0.21875 -0.21875
0.875 -0.0625 -0.0625

0.875 -0.0625 -0.0625
0.914062 -0.0429688 -0.0429688

0.914062 -0.0429688 -0.0429688
0.953125 -0.0234375 -0.0234375

0.953125 -0.0234375 -0.0234375
0.972656 -0.0136719 -0.0136719

0.972656 -0.0136719 -0.0136719
0.992188 -0.00390625 -0.00390625

0.992188 -0.00390625 -0.00390625
0.994629 -0.00268555 -0.00268555

0.994629 -0.00268555 -0.00268555
0.99707 -0.00146484 -0.00146484

0.99707 -0.00146484 -0.00146484
0.998291 -0.000854492 -0.000854492

0.998291 -0.000854492 -0.000854492
0.999512 -0.000244141 -0.000244141

0.999512 -0.000244141 -0.000244141
0.999664 -0.000167847 -0.000167847

0.999664 -0.000167847 -0.000167847
0.999817 -9.15527e-05 -9.15527e-05

0.999817 -9.15527e-05 -9.15527e-05
0.999893 -5.34058e-05 -5.34058e-05

0.999893 -5.34058e-05 -5.34058e-05
0.999969 -1.52588e-05 -1.52588e-05

0.999969 -1.52588e-05 -1.52588e-05
0.999979 -1.04904e-05 -1.04904e-05

0.999979 -1.04904e-05 -1.04904e-05
0.999989 -5.72205e-06 -5.72205e-06

0.999989 -5.72205e-06 -5.72205e-06
0.999993 -3.33786e-06 -3.33786e-06

0.999993 -3.33786e-06 -3.33786e-06
0.999998 -9.53674e-07 -9.53674e-07

0.999998 -9.53674e-07 -9.53674e-07
0.999999 -6.55651e-07 -6.55651e-07

0.999999 -6.55651e-07 -6.55651e-07
0.999999 -3.57628e-07 -3.57628e-07

0.999999 -3.57628e-07 -3.57628e-07
1 -2.08616e-07 -2.08616e-07

1 -2.08616e-07 -2.08616e-07
1 -5.96046e-08 -5.96046e-08

1 -5.96046e-08 -5.96046e-08
1 -4.09782e-08 -4.09782e-08

1 -4.09782e-08 -4.09782e-08
1 -2.23517e-08 -2.23517e-08

1 -2.23517e-08 -2.23517e-08
1 -1.30385e-08 -1.30385e-08

1 -1.30385e-08 -1.30385e-08
1 -3.72529e-09 -3.72529e-09

1 -3.72529e-09 -3.72529e-09
1 7.45058e-10 7.45058e-10

1 7.45058e-10 7.45058e-10
1 4.47035e-09 4.47035e-09

1 4.47035e-09 4.47035e-09
1 8.19564e-09 8.19564e-09

1 8.19564e-09 8.19564e-09
1 1.19209e-08 1.19209e-08

1 1.19209e-08 1.19209e-08
1 4.17233e-08 4.17233e-08

1 4.17233e-08 4.17233e-08
1 7.15256e-08 7.15256e-08

1 7.15256e-08 7.15256e-08
1 1.3113e-07 1.3113e-07

1 1.3113e-07 1.3113e-07
1 1.90735e-07 1.90735e-07

