0 0 -1
0.0078125 2.28581e-10 -0.999969

0.0078125 2.28581e-10 -0.999969
0.00929068 5.4366e-10 -0.999957

0.00929068 5.4366e-10 -0.999957
0.0102818 9.02488e-10 -0.999947

0.0102818 9.02488e-10 -0.999947
0.0110485 1.29305e-09 -0.999939

0.0110485 1.29305e-09 -0.999939
0.0116824 1.70904e-09 -0.999932

0.0116824 1.70904e-09 -0.999932
0.0122272 2.14649e-09 -0.999925

0.0122272 2.14649e-09 -0.999925
0.0127076 2.60263e-09 -0.999919

0.0127076 2.60263e-09 -0.999919
0.013139 3.07541e-09 -0.999914

0.013139 3.07541e-09 -0.999914
0.0135316 3.56322e-09 -0.999908

0.0135316 3.56322e-09 -0.999908
0.0138928 4.06481e-09 -0.999903

0.0138928 4.06481e-09 -0.999903
0.0142278 4.57911e-09 -0.999899

0.0142278 4.57911e-09 -0.999899
0.0145407 5.10525e-09 -0.999894

0.0145407 5.10525e-09 -0.999894
0.0148346 5.64247e-09 -0.99989

0.0148346 5.64247e-09 -0.99989
0.015112 6.19013e-09 -0.999886

0.015112 6.19013e-09 -0.999886
0.0153749 6.74767e-09 -0.999882

0.0153749 6.74767e-09 -0.999882
0.015625 7.31459e-09 -0.999878

0.015625 7.31459e-09 -0.999878
0.0158636 7.89044e-09 -0.999874

0.0158636 7.89044e-09 -0.999874
0.0160919 8.47482e-09 -0.999871

0.0160919 8.47482e-09 -0.999871
0.0163109 9.06738e-09 -0.999867

0.0163109 9.06738e-09 -0.999867
0.0165214 9.6678e-09 -0.999864

0.0165214 9.6678e-09 -0.999864
0.0167242 1.02758e-08 -0.99986

0.0167242 1.02758e-08 -0.99986
0.0169198 1.0891e-08 -0.999857

0.0169198 1.0891e-08 -0.999857
0.0171089 1.15133e-08 -0.999854

0.0171089 1.15133e-08 -0.999854
0.0172919 1.21424e-08 -0.99985

0.0172919 1.21424e-08 -0.99985
0.0174693 1.27781e-08 -0.999847

0.0174693 1.27781e-08 -0.999847
0.0176414 1.34201e-08 -0.999844

0.0176414 1.34201e-08 -0.999844
0.0178086 1.40684e-08 -0.999841

0.0178086 1.40684e-08 -0.999841
0.0179713 1.47227e-08 -0.999839

0.0179713 1.47227e-08 -0.999839
0.0181297 1.53829e-08 -0.999836

0.0181297 1.53829e-08 -0.999836
0.018284 1.60488e-08 -0.999833

0.018284 1.60488e-08 -0.999833
0.0184345 1.67202e-08 -0.99983

0.0184345 1.67202e-08 -0.99983
0.0185814 1.73971e-08 -0.999827

0.0185814 1.73971e-08 -0.999827
0.0187249 1.80793e-08 -0.999825

0.0187249 1.80793e-08 -0.999825
0.0188651 1.87667e-08 -0.999822

0.0188651 1.87667e-08 -0.999822
0.0190023 1.94592e-08 -0.999819

0.0190023 1.94592e-08 -0.999819
0.0191366 2.01566e-08 -0.999817

0.0191366 2.01566e-08 -0.999817
0.0192682 2.08589e-08 -0.999814

0.0192682 2.08589e-08 -0.999814
0.0193971 2.1566e-08 -0.999812

0.0193971 2.1566e-08 -0.999812
0.0195234 2.22777e-08 -0.999809

0.0195234 2.22777e-08 -0.999809
0.0196474 2.2994e-08 -0.999807

0.0196474 2.2994e-08 -0.999807
0.0198885 2.444e-08 -0.999802

0.0198885 2.444e-08 -0.999802
0.0201212 2.59033e-08 -0.999798

0.0201212 2.59033e-08 -0.999798
0.020346 2.73834e-08 -0.999793

0.020346 2.73834e-08 -0.999793
0.0205637 2.88796e-08 -0.999789

0.0205637 2.88796e-08 -0.999789
0.0207746 3.03915e-08 -0.999784

0.0207746 3.03915e-08 -0.999784
0.0209793 3.19186e-08 -0.99978

0.0209793 3.19186e-08 -0.99978
0.0211782 3.34605e-08 -0.999776

0.0211782 3.34605e-08 -0.999776
0.0213716 3.50167e-08 -0.999772

0.0213716 3.50167e-08 -0.999772
0.0215599 3.65868e-08 -0.999768

0.0215599 3.65868e-08 -0.999768
0.0217434 3.81706e-08 -0.999764

0.0217434 3.81706e-08 -0.999764
0.0219224 3.97676e-08 -0.99976

0.0219224 3.97676e-08 -0.99976
0.0220971 4.13776e-08 -0.999756

0.0220971 4.13776e-08 -0.999756
0.0222677 4.30001e-08 -0.999752

0.0222677 4.30001e-08 -0.999752
0.0224345 4.46351e-08 -0.999748

