0 0
0.00390625 1.52588e-05

0.00390625 1.52588e-05
0.0078125 6.10352e-05

0.0078125 6.10352e-05
0.0117188 0.000137329

0.0117188 0.000137329
0.015625 0.000244141

0.015625 0.000244141
0.0195312 0.00038147

0.0195312 0.00038147
0.0234375 0.000549316

0.0234375 0.000549316
0.0273438 0.000747681

0.0273438 0.000747681
0.03125 0.000976562

0.03125 0.000976562
0.0351562 0.00123596

0.0351562 0.00123596
0.0390625 0.00152588

0.0390625 0.00152588
0.0429688 0.00184631

0.0429688 0.00184631
0.046875 0.00219727

0.046875 0.00219727
0.0507812 0.00257874

0.0507812 0.00257874
0.0546875 0.00299072

0.0546875 0.00299072
0.0585938 0.00343323

0.0585938 0.00343323
0.0625 0.00390625

0.0625 0.00390625
0.0664062 0.00440979

0.0664062 0.00440979
0.0703125 0.00494385

0.0703125 0.00494385
0.0742188 0.00550842

0.0742188 0.00550842
0.078125 0.00610352

0.078125 0.00610352
0.0820312 0.00672913

0.0820312 0.00672913
0.0859375 0.00738525

0.0859375 0.00738525
0.0898438 0.0080719

0.0898438 0.0080719
0.09375 0.00878906

0.09375 0.00878906
0.0976562 0.00953674

0.0976562 0.00953674
0.101562 0.0103149

0.101562 0.0103149
0.105469 0.0111237

0.105469 0.0111237
0.109375 0.0119629

0.109375 0.0119629
0.113281 0.0128326

0.113281 0.0128326
0.117188 0.0137329

0.117188 0.0137329
0.121094 0.0146637

0.121094 0.0146637
0.125 0.015625

0.125 0.015625
0.128906 0.0166168

0.128906 0.0166168
0.132812 0.0176392

0.132812 0.0176392
0.136719 0.018692

0.136719 0.018692
0.140625 0.0197754

0.140625 0.0197754
0.144531 0.0208893

0.144531 0.0208893
0.148438 0.0220337

0.148438 0.0220337
0.152344 0.0232086

0.152344 0.0232086
0.15625 0.0244141

0.15625 0.0244141
0.160156 0.02565

0.160156 0.02565
0.164062 0.0269165

0.164062 0.0269165
0.167969 0.0282135

0.167969 0.0282135
0.171875 0.029541

0.171875 0.029541
0.175781 0.030899

0.175781 0.030899
0.179688 0.0322876

0.179688 0.0322876
0.183594 0.0337067

0.183594 0.0337067
0.1875 0.0351562

0.1875 0.0351562
0.191406 0.0366364

0.191406 0.0366364
0.195312 0.038147

0.195312 0.038147
0.199219 0.0396881

0.199219 0.0396881
0.203125 0.0412598

0.203125 0.0412598
0.207031 0.0428619

0.207031 0.0428619
0.210938 0.0444946

0.210938 0.0444946
0.214844 0.0461578

0.214844 0.0461578
0.21875 0.0478516

0.21875 0.0478516
0.222656 0.0495758

0.222656 0.0495758
0.226562 0.0513306

0.226562 0.0513306
0.230469 0.0531158

0.230469 0.0531158
0.234375 0.0549316

0.234375 0.0549316
0.238281 0.056778

0.238281 0.056778
0.242188 0.0586548

0.242188 0.0586548
0.246094 0.0605621

0.246094 0.0605621
0.25 0.0625

0.25 0.0625
0.253906 0.0644684

0.253906 0.0644684
0.257812 0.0664673

0.257812 0.0664673
0.261719 0.0684967

0.261719 0.0684967
0.265625 0.0705566

0.265625 0.0705566
0.269531 0.0726471

0.269531 0.0726471
0.273438 0.0747681

0.273438 0.0747681
0.277344 0.0769196

0.277344 0.0769196
0.28125 0.0791016

0.28125 0.0791016
0.285156 0.0813141

0.285156 0.0813141
0.289062 0.0835571

0.289062 0.0835571
0.292969 0.0858307

0.292969 0.0858307
0.296875 0.0881348

0.296875 0.0881348
0.300781 0.0904694

0.300781 0.0904694
0.304688 0.0928345

0.304688 0.0928345
0.308594 0.0952301

0.308594 0.0952301
0.3125 0.0976562

0.3125 0.0976562
0.316406 0.100113

0.316406 0.100113
0.320312 0.1026

0.320312 0.1026
0.324219 0.105118

0.324219 0.105118
0.328125 0.107666

0.328125 0.107666
0.332031 0.110245

0.332031 0.110245
0.335938 0.112854

0.335938 0.112854
0.339844 0.115494

0.339844 0.115494
0.34375 0.118164

0.34375 0.118164
0.347656 0.120865

0.347656 0.120865
0.351562 0.123596

0.351562 0.123596
0.355469 0.126358

0.355469 0.126358
0.359375 0.12915

0.359375 0.12915
0.363281 0.131973

0.363281 0.131973
0.367188 0.134827

0.367188 0.134827
0.371094 0.137711

0.371094 0.137711
0.375 0.140625

0.375 0.140625
0.378906 0.14357

0.378906 0.14357
0.382812 0.146545

0.382812 0.146545
0.386719 0.149551

0.386719 0.149551
0.390625 0.152588

0.390625 0.152588
0.394531 0.155655

0.394531 0.155655
0.398438 0.158752

0.398438 0.158752
0.402344 0.16188

0.402344 0.16188
0.40625 0.165039

0.40625 0.165039
0.410156 0.168228

0.410156 0.168228
0.414062 0.171448

0.414062 0.171448
0.417969 0.174698

0.417969 0.174698
0.421875 0.177979

0.421875 0.177979
0.425781 0.18129

0.425781 0.18129
0.429688 0.184631

0.429688 0.184631
0.433594 0.188004

0.433594 0.188004
0.4375 0.191406

0.4375 0.191406
0.441406 0.194839

0.441406 0.194839
0.445312 0.198303

0.445312 0.198303
0.449219 0.201797

0.449219 0.201797
0.453125 0.205322

0.453125 0.205322
0.457031 0.208878

0.457031 0.208878
0.460938 0.212463

0.460938 0.212463
0.464844 0.21608

0.464844 0.21608
0.46875 0.219727

0.46875 0.219727
0.472656 0.223404

0.472656 0.223404
0.476562 0.227112

0.476562 0.227112
0.480469 0.23085

0.480469 0.23085
0.484375 0.234619

0.484375 0.234619
0.488281 0.238419

0.488281 0.238419
0.492188 0.242249

0.492188 0.242249
0.496094 0.246109

0.496094 0.246109
0.5 0.25

0.5 0.25
0.503906 0.253922

0.503906 0.253922
0.507812 0.257874

0.507812 0.257874
0.511719 0.261856

0.511719 0.261856
0.515625 0.265869

0.515625 0.265869
0.519531 0.269913

0.519531 0.269913
0.523438 0.273987

0.523438 0.273987
0.527344 0.278091

0.527344 0.278091
0.53125 0.282227

0.53125 0.282227
0.539062 0.290588

0.539062 0.290588
0.546875 0.299072

0.546875 0.299072
0.554688 0.307678

0.554688 0.307678
0.5625 0.316406

0.5625 0.316406
0.570312 0.325256

0.570312 0.325256
0.578125 0.334229

0.578125 0.334229
0.585938 0.343323

0.585938 0.343323
0.59375 0.352539

0.59375 0.352539
0.601562 0.361877

0.601562 0.361877
0.609375 0.371338

0.609375 0.371338
0.617188 0.38092

0.617188 0.38092
0.625 0.390625

0.625 0.390625
0.632812 0.400452

0.632812 0.400452
0.640625 0.4104

0.640625 0.4104
0.648438 0.420471

0.648438 0.420471
0.65625 0.430664

0.65625 0.430664
0.664062 0.440979

0.664062 0.440979
0.671875 0.451416

0.671875 0.451416
0.679688 0.461975

0.679688 0.461975
0.6875 0.472656

0.6875 0.472656
0.695312 0.483459

0.695312 0.483459
0.703125 0.494385

0.703125 0.494385
0.710938 0.505432

0.710938 0.505432
0.71875 0.516602

0.71875 0.516602
0.726562 0.527893

0.726562 0.527893
0.734375 0.539307

0.734375 0.539307
0.742188 0.550842

0.742188 0.550842
0.75 0.5625

0.75 0.5625
0.757812 0.57428

0.757812 0.57428
0.765625 0.586182

0.765625 0.586182
0.773438 0.598206

0.773438 0.598206
0.78125 0.610352

0.78125 0.610352
0.789062 0.62262

0.789062 0.62262
0.796875 0.63501

0.796875 0.63501
0.804688 0.647522

0.804688 0.647522
0.8125 0.660156

0.8125 0.660156
0.820312 0.672913

0.820312 0.672913
0.828125 0.685791

0.828125 0.685791
0.835938 0.698792

0.835938 0.698792
0.84375 0.711914

0.84375 0.711914
0.851562 0.725159

0.851562 0.725159
0.859375 0.738525

0.859375 0.738525
0.867188 0.752014

0.867188 0.752014
0.875 0.765625

0.875 0.765625
0.882812 0.779358

0.882812 0.779358
0.890625 0.793213

0.890625 0.793213
0.898438 0.80719

0.898438 0.80719
0.90625 0.821289

0.90625 0.821289
0.914062 0.83551

0.914062 0.83551
0.921875 0.849854

0.921875 0.849854
0.929688 0.864319

0.929688 0.864319
0.9375 0.878906

0.9375 0.878906
0.945312 0.893616

0.945312 0.893616
0.953125 0.908447

0.953125 0.908447
0.960938 0.923401

0.960938 0.923401
0.96875 0.938477

0.96875 0.938477
0.976562 0.953674

0.976562 0.953674
0.984375 0.968994

0.984375 0.968994
0.992188 0.984436

0.992188 0.984436
1 1

